result_id,pos.,pts,no,rider,Team,time / gap,session,class,event,year,event_id
5332,9,1.0,44,P. Espargaro,Red Bull KTM Factory Racing,+15.101,Sprint,MotoGP,AUT,2024,10
5333,10,0.0,31,P. Acosta,Red Bull GASGAS Tech3,+16.611,Sprint,MotoGP,AUT,2024,10
5334,11,0.0,12,M. Viñales,Aprilia Racing,+16.759,Sprint,MotoGP,AUT,2024,10
5335,12,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+17.943,Sprint,MotoGP,AUT,2024,10
5336,13,0.0,88,M. Oliveira,Trackhouse Racing,+18.304,Sprint,MotoGP,AUT,2024,10
5337,14,0.0,25,R. Fernandez,Trackhouse Racing,+19.185,Sprint,MotoGP,AUT,2024,10
5338,15,0.0,5,J. Zarco,CASTROL Honda LCR,+21.330,Sprint,MotoGP,AUT,2024,10
5339,16,0.0,30,T. Nakagami,IDEMITSU Honda LCR,+22.940,Sprint,MotoGP,AUT,2024,10
5340,17,0.0,10,L. Marini,Repsol Honda Team,+25.830,Sprint,MotoGP,AUT,2024,10
5341,18,0.0,32,L. Savadori,Aprilia Racing,+26.622,Sprint,MotoGP,AUT,2024,10
5342,19,0.0,36,J. Mir,Repsol Honda Team,+27.458,Sprint,MotoGP,AUT,2024,10
5343,20,0.0,73,A. Marquez,Gresini Racing MotoGP,+37.870,Sprint,MotoGP,AUT,2024,10
5344,DNF,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,11 laps,Sprint,MotoGP,AUT,2024,10
5345,DNF,0.0,93,M. Marquez,Gresini Racing MotoGP,10 laps,Sprint,MotoGP,AUT,2024,10
5346,DNF,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,10 laps,Sprint,MotoGP,AUT,2024,10
5347,DNF,0.0,6,S. Bradl,HRC Test Team,5 laps,Sprint,MotoGP,AUT,2024,10
5348,1,25.0,96,J. Dixon,CFMOTO Inde Aspar Team,35:54.402,Race,Moto2,ARA,2024,11
5349,2,20.0,14,T. Arbolino,Elf Marc VDS Racing Team,+1.779,Race,Moto2,ARA,2024,11
5350,3,16.0,53,D. Öncü,Red Bull KTM Ajo,+5.479,Race,Moto2,ARA,2024,11
5351,4,13.0,21,A. Lopez,Sync SpeedUp,+9.190,Race,Moto2,ARA,2024,11
5352,5,11.0,18,M. Gonzalez,QJMOTOR Gresini Moto2,+11.098,Race,Moto2,ARA,2024,11
5353,6,10.0,35,S. Chantra,IDEMITSU Honda Team Asia,+13.060,Race,Moto2,ARA,2024,11
5354,7,9.0,24,M. Ramirez,OnlyFans American Racing Team,+16.494,Race,Moto2,ARA,2024,11
5355,8,8.0,79,A. Ogura,MT Helmets - MSI,+18.672,Race,Moto2,ARA,2024,11
5356,9,7.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,+19.757,Race,Moto2,ARA,2024,11
5357,10,6.0,13,C. Vietti,Red Bull KTM Ajo,+21.301,Race,Moto2,ARA,2024,11
5358,11,5.0,12,F. Salac,Elf Marc VDS Racing Team,+24.737,Race,Moto2,ARA,2024,11
5359,12,4.0,22,A. Sasaki,Yamaha VR46 Master Camp Team,+25.415,Race,Moto2,ARA,2024,11
5360,13,3.0,7,B. Baltus,RW-Idrofoglia Racing GP,+27.794,Race,Moto2,ARA,2024,11
5361,14,2.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+28.493,Race,Moto2,ARA,2024,11
5362,15,1.0,34,M. Suryo Aji,IDEMITSU Honda Team Asia,+29.684,Race,Moto2,ARA,2024,11
5363,16,0.0,81,S. Agius,Liqui Moly Husqvarna Intact GP,+30.080,Race,Moto2,ARA,2024,11
5364,17,0.0,10,D. Moreira,Italtrans Racing Team,+31.288,Race,Moto2,ARA,2024,11
5365,18,0.0,75,A. Arenas,QJMOTOR Gresini Moto2,+31.418,Race,Moto2,ARA,2024,11
5366,19,0.0,5,J. Masia,Preicanos Racing Team,+37.598,Race,Moto2,ARA,2024,11
5367,20,0.0,17,D. Muñoz,Preicanos Racing Team,+37.769,Race,Moto2,ARA,2024,11
5368,21,0.0,52,J. Alcoba,Yamaha VR46 Master Camp Team,+43.801,Race,Moto2,ARA,2024,11
5369,22,0.0,20,X. Cardelus,Fantic Racing,+44.311,Race,Moto2,ARA,2024,11
5370,23,0.0,9,J. Navarro,KLINT Forward Factory Team,+62.601,Race,Moto2,ARA,2024,11
5371,24,0.0,11,A. Escrig,KLINT Forward Factory Team,+76.416,Race,Moto2,ARA,2024,11
5372,DNF,0.0,16,J. Roberts,OnlyFans American Racing Team,18 laps,Race,Moto2,ARA,2024,11
5373,DNF,0.0,71,D. Foggia,Italtrans Racing Team,13 laps,Race,Moto2,ARA,2024,11
5374,DNF,0.0,3,S. Garcia,MT Helmets - MSI,11 laps,Race,Moto2,ARA,2024,11
5375,DNF,0.0,54,F. Aldeguer ,Sync SpeedUp,6 laps,Race,Moto2,ARA,2024,11
5376,DNF,0.0,64,B. Bendsneyder,Preicanos Racing Team,,Race,Moto2,ARA,2024,11
5377,DNF,0.0,44,A. Canet,Fantic Racing,,Race,Moto2,ARA,2024,11
5378,DNF,0.0,28,I. Guevara,CFMOTO Inde Aspar Team,,Race,Moto2,ARA,2024,11
5379,DNF,0.0,43,X. Artigas,KLINT Forward Factory Team,,Race,Moto2,ARA,2024,11
5380,1,25.0,99,J. Rueda,Red Bull KTM Ajo,34:51.635,Race,Moto3,ARA,2024,11
5381,2,20.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+1.985,Race,Moto3,ARA,2024,11
5382,3,16.0,58,L. Lunetta,SIC58 Squadra Corse,+3.556,Race,Moto3,ARA,2024,11
5383,4,13.0,80,D. Alonso,CFMOTO Gaviota Aspar Team,+4.942,Race,Moto3,ARA,2024,11
5384,5,11.0,66,J. Kelso,BOE Motorsports,+8.503,Race,Moto3,ARA,2024,11
5385,6,10.0,72,T. Furusato,Honda Team Asia,+13.628,Race,Moto3,ARA,2024,11
5386,7,9.0,64,D. Muñoz ,BOE Motorsports,+16.962,Race,Moto3,ARA,2024,11
5387,8,8.0,85,X. Zurutuza,Red Bull KTM Ajo,+17.029,Race,Moto3,ARA,2024,11
5388,9,7.0,96,D. Holgado,Red Bull GASGAS Tech3,+17.165,Race,Moto3,ARA,2024,11
5389,10,6.0,18,M. Bertelle,Kopron Rivacold Snipers Team,+17.578,Race,Moto3,ARA,2024,11
5390,11,5.0,31,A. Fernandez,Leopard Racing,+19.026,Race,Moto3,ARA,2024,11
5391,12,4.0,48,I. Ortola,MT Helmets - MSI,+20.422,Race,Moto3,ARA,2024,11
5392,13,3.0,82,S. Nepa,LEVELUP - MTA,+23.417,Race,Moto3,ARA,2024,11
5393,14,2.0,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+23.532,Race,Moto3,ARA,2024,11
5394,15,1.0,78,J. Esteban,CFMOTO Gaviota Aspar Team,+23.594,Race,Moto3,ARA,2024,11
5395,16,0.0,19,S. Ogden,Fibre Tec Honda - MLav Racing,+31.150,Race,Moto3,ARA,2024,11
5396,17,0.0,55,N. Dettwiler,CIP Green Power,+37.694,Race,Moto3,ARA,2024,11
5397,18,0.0,22,D. Almansa,Kopron Rivacold Snipers Team,+37.799,Race,Moto3,ARA,2024,11
5398,19,0.0,6,R. Yamanaka,MT Helmets - MSI,+44.457,Race,Moto3,ARA,2024,11
5399,20,0.0,54,R. Rossi,CIP Green Power,+51.534,Race,Moto3,ARA,2024,11
5400,21,0.0,12,J. Roulstone,Red Bull GASGAS Tech3,+51.593,Race,Moto3,ARA,2024,11
5401,22,0.0,93,A. Aditama,Honda Team Asia,+55.582,Race,Moto3,ARA,2024,11
5402,DNF,0.0,7,F. Farioli,SIC58 Squadra Corse,7 laps,Race,Moto3,ARA,2024,11
5403,DNF,0.0,5,T. Buasri,Honda Team Asia,7 laps,Race,Moto3,ARA,2024,11
5404,DNF,0.0,36,A. Piqueras ,Leopard Racing,6 laps,Race,Moto3,ARA,2024,11
5405,1,25.0,93,M. Marquez,Gresini Racing MotoGP,41:47.082,Race,MotoGP,ARA,2024,11
5406,2,20.0,89,J. Martin,Prima Pramac Racing,+4.789,Race,MotoGP,ARA,2024,11
5407,3,16.0,31,P. Acosta,Red Bull GASGAS Tech3,+14.904,Race,MotoGP,ARA,2024,11
5408,4,13.0,33,B. Binder,Red Bull KTM Factory Racing,+16.459,Race,MotoGP,ARA,2024,11
5409,5,11.0,23,E. Bastianini,Ducati Lenovo Team,+18.776,Race,MotoGP,ARA,2024,11
5410,6,10.0,21,F. Morbidelli,Prima Pramac Racing,+20.549,Race,MotoGP,ARA,2024,11
5411,7,9.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+24.759,Race,MotoGP,ARA,2024,11
5412,8,8.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+37.159,Race,MotoGP,ARA,2024,11
5413,9,7.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+39.420,Race,MotoGP,ARA,2024,11
5414,10,6.0,41,A. Espargaro,Aprilia Racing,+40.602,Race,MotoGP,ARA,2024,11
5415,11,5.0,30,T. Nakagami,IDEMITSU Honda LCR,+41.782,Race,MotoGP,ARA,2024,11
5416,12,4.0,37,A. Fernandez,Red Bull GASGAS Tech3,+42.083,Race,MotoGP,ARA,2024,11
5417,13,3.0,5,J. Zarco,CASTROL Honda LCR,+43.264,Race,MotoGP,ARA,2024,11
5418,14,2.0,36,J. Mir,Repsol Honda Team,+49.735,Race,MotoGP,ARA,2024,11
5419,15,1.0,43,J. Miller,Red Bull KTM Factory Racing,+55.966,Race,MotoGP,ARA,2024,11
5420,16,0.0,25,R. Fernandez,Trackhouse Racing,+73.322,Race,MotoGP,ARA,2024,11
5421,17,0.0,10,L. Marini,Repsol Honda Team,+112.386,Race,MotoGP,ARA,2024,11
5422,DNF,0.0,1,F. Bagnaia,Ducati Lenovo Team,17 laps,Race,MotoGP,ARA,2024,11
5423,DNF,0.0,73,A. Marquez,Gresini Racing MotoGP,17 laps,Race,MotoGP,ARA,2024,11
5424,DNF,0.0,12,M. Viñales,Aprilia Racing,10 laps,Race,MotoGP,ARA,2024,11
5425,DNF,0.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,5 laps,Race,MotoGP,ARA,2024,11
5426,DNF,0.0,88,M. Oliveira,Trackhouse Racing,,Race,MotoGP,ARA,2024,11
5427,1,12.0,93,M. Marquez,Gresini Racing MotoGP,19:50.034,Sprint,MotoGP,ARA,2024,11
5428,2,9.0,89,J. Martin,Prima Pramac Racing,+2.961,Sprint,MotoGP,ARA,2024,11
5429,3,7.0,31,P. Acosta,Red Bull GASGAS Tech3,+6.694,Sprint,MotoGP,ARA,2024,11
5430,4,6.0,73,A. Marquez,Gresini Racing MotoGP,+9.950,Sprint,MotoGP,ARA,2024,11
5431,5,5.0,88,M. Oliveira,Trackhouse Racing,+11.749,Sprint,MotoGP,ARA,2024,11
5432,6,4.0,33,B. Binder,Red Bull KTM Factory Racing,+14.144,Sprint,MotoGP,ARA,2024,11
5433,7,3.0,23,E. Bastianini,Ducati Lenovo Team,+14.291,Sprint,MotoGP,ARA,2024,11
5434,8,2.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+18.836,Sprint,MotoGP,ARA,2024,11
5435,9,1.0,1,F. Bagnaia,Ducati Lenovo Team,+20.298,Sprint,MotoGP,ARA,2024,11
5436,10,0.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+20.448,Sprint,MotoGP,ARA,2024,11
5437,11,0.0,25,R. Fernandez,Trackhouse Racing,+20.678,Sprint,MotoGP,ARA,2024,11
5438,12,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+21.429,Sprint,MotoGP,ARA,2024,11
5439,13,0.0,43,J. Miller,Red Bull KTM Factory Racing,+22.110,Sprint,MotoGP,ARA,2024,11
5440,14,0.0,30,T. Nakagami,IDEMITSU Honda LCR,+22.440,Sprint,MotoGP,ARA,2024,11
5441,15,0.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+23.468,Sprint,MotoGP,ARA,2024,11
5442,16,0.0,10,L. Marini,Repsol Honda Team,+26.822,Sprint,MotoGP,ARA,2024,11
5443,17,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+26.910,Sprint,MotoGP,ARA,2024,11
5444,18,0.0,36,J. Mir,Repsol Honda Team,+31.147,Sprint,MotoGP,ARA,2024,11
5445,19,0.0,12,M. Viñales,Aprilia Racing,+37.642,Sprint,MotoGP,ARA,2024,11
5446,DNF,0.0,21,F. Morbidelli,Prima Pramac Racing,4 laps,Sprint,MotoGP,ARA,2024,11
5447,DNF,0.0,5,J. Zarco,CASTROL Honda LCR,1 laps,Sprint,MotoGP,ARA,2024,11
5448,DNF,0.0,41,A. Espargaro,Aprilia Racing,,Sprint,MotoGP,ARA,2024,11
5449,1,25.0,79,A. Ogura,MT Helmets - MSI,35:26.583,Race,Moto2,RSM,2024,12
5450,2,20.0,44,A. Canet,Fantic Racing,+0.609,Race,Moto2,RSM,2024,12
5451,3,16.0,14,T. Arbolino,Elf Marc VDS Racing Team,+4.639,Race,Moto2,RSM,2024,12
5452,4,13.0,18,M. Gonzalez,QJMOTOR Gresini Moto2,+6.948,Race,Moto2,RSM,2024,12
5453,5,11.0,96,J. Dixon,CFMOTO Inde Aspar Team,+10.863,Race,Moto2,RSM,2024,12
5454,6,10.0,54,F. Aldeguer ,Beta Tools SpeedUp,+12.642,Race,Moto2,RSM,2024,12
5455,7,9.0,12,F. Salac,Elf Marc VDS Racing Team,+13.524,Race,Moto2,RSM,2024,12
5456,8,8.0,10,D. Moreira,Italtrans Racing Team,+15.002,Race,Moto2,RSM,2024,12
5457,9,7.0,75,A. Arenas,QJMOTOR Gresini Moto2,+15.970,Race,Moto2,RSM,2024,12
5458,10,6.0,15,D. Binder,Liqui Moly Husqvarna Intact GP,+16.032,Race,Moto2,RSM,2024,12
5459,11,5.0,81,S. Agius,Liqui Moly Husqvarna Intact GP,+16.634,Race,Moto2,RSM,2024,12
5460,12,4.0,3,S. Garcia,MT Helmets - MSI,+17.939,Race,Moto2,RSM,2024,12
5461,13,3.0,16,J. Roberts,OnlyFans American Racing Team,+20.560,Race,Moto2,RSM,2024,12
5462,14,2.0,35,S. Chantra,IDEMITSU Honda Team Asia,+20.943,Race,Moto2,RSM,2024,12
5463,15,1.0,24,M. Ramirez,OnlyFans American Racing Team,+21.308,Race,Moto2,RSM,2024,12
5464,16,0.0,22,A. Sasaki,Yamaha VR46 Master Camp Team,+24.708,Race,Moto2,RSM,2024,12
5465,17,0.0,52,J. Alcoba,Yamaha VR46 Master Camp Team,+24.787,Race,Moto2,RSM,2024,12
5466,18,0.0,7,B. Baltus,RW-Idrofoglia Racing GP,+25.936,Race,Moto2,RSM,2024,12
5467,19,0.0,53,D. Öncü,Red Bull KTM Ajo,+26.807,Race,Moto2,RSM,2024,12
5468,20,0.0,64,B. Bendsneyder,Preicanos Racing Team,+27.123,Race,Moto2,RSM,2024,12
5469,21,0.0,28,I. Guevara,CFMOTO Inde Aspar Team,+30.171,Race,Moto2,RSM,2024,12
5470,22,0.0,71,D. Foggia,Italtrans Racing Team,+36.352,Race,Moto2,RSM,2024,12
5471,23,0.0,84,Z. Van Den Goorbergh,RW-Idrofoglia Racing GP,+36.526,Race,Moto2,RSM,2024,12
5472,24,0.0,5,J. Masia,Preicanos Racing Team,+37.046,Race,Moto2,RSM,2024,12
5473,25,0.0,34,M. Suryo Aji,IDEMITSU Honda Team Asia,+38.225,Race,Moto2,RSM,2024,12
5474,26,0.0,43,X. Artigas,KLINT Forward Factory Team,+55.095,Race,Moto2,RSM,2024,12
5475,27,0.0,20,X. Cardelus,Fantic Racing,+56.207,Race,Moto2,RSM,2024,12
5476,28,0.0,40,U. Orradre,KLINT Forward Factory Team,+65.082,Race,Moto2,RSM,2024,12
5477,29,0.0,21,A. Lopez,Beta Tools SpeedUp,+0.000,Race,Moto2,RSM,2024,12
5478,DNF,0.0,13,C. Vietti,Red Bull KTM Ajo,19 laps,Race,Moto2,RSM,2024,12
5479,DNF,0.0,19,M. Pasini,Team Ciatti Boscoscuro,14 laps,Race,Moto2,RSM,2024,12
5480,1,25.0,36,A. Piqueras ,Leopard Racing,34:02.766,Race,Moto3,RSM,2024,12
5481,2,20.0,96,D. Holgado,Red Bull GASGAS Tech3,+0.035,Race,Moto3,RSM,2024,12
5482,3,16.0,48,I. Ortola,MT Helmets - MSI,+0.226,Race,Moto3,RSM,2024,12
5483,4,13.0,72,T. Furusato,Honda Team Asia,+0.259,Race,Moto3,RSM,2024,12
5484,5,11.0,95,C. Veijer,Liqui Moly Husqvarna Intact GP,+0.491,Race,Moto3,RSM,2024,12
5485,6,10.0,66,J. Kelso,BOE Motorsports,+0.977,Race,Moto3,RSM,2024,12
5486,7,9.0,80,D. Alonso,CFMOTO Gaviota Aspar Team,+0.596,Race,Moto3,RSM,2024,12
5487,8,8.0,24,T. Suzuki,Liqui Moly Husqvarna Intact GP,+3.756,Race,Moto3,RSM,2024,12
5488,9,7.0,58,L. Lunetta,SIC58 Squadra Corse,+6.789,Race,Moto3,RSM,2024,12
5489,10,6.0,7,F. Farioli,SIC58 Squadra Corse,+8.088,Race,Moto3,RSM,2024,12
5490,11,5.0,22,D. Almansa,Kopron Rivacold Snipers Team,+8.122,Race,Moto3,RSM,2024,12
5491,12,4.0,12,J. Roulstone,Red Bull GASGAS Tech3,+8.400,Race,Moto3,RSM,2024,12
5492,13,3.0,31,A. Fernandez,Leopard Racing,+9.366,Race,Moto3,RSM,2024,12
5493,14,2.0,82,S. Nepa,LEVELUP - MTA,+9.911,Race,Moto3,RSM,2024,12
5494,15,1.0,19,S. Ogden,FleetSafe Honda - MLav Racing,+11.067,Race,Moto3,RSM,2024,12
5495,16,0.0,10,N. Carraro,LEVELUP - MTA,+17.122,Race,Moto3,RSM,2024,12
5496,17,0.0,6,R. Yamanaka,MT Helmets - MSI,+30.484,Race,Moto3,RSM,2024,12
5497,18,0.0,85,X. Zurutuza,Red Bull KTM Ajo,+32.041,Race,Moto3,RSM,2024,12
5498,19,0.0,34,J. Rosenthaler,Liqui Moly Husqvarna Intact GP,+32.138,Race,Moto3,RSM,2024,12
5499,20,0.0,55,N. Dettwiler,CIP Green Power,+38.080,Race,Moto3,RSM,2024,12
5500,21,0.0,5,T. Buasri,Honda Team Asia,+38.148,Race,Moto3,RSM,2024,12
5501,22,0.0,78,J. Esteban,CFMOTO Gaviota Aspar Team,+43.960,Race,Moto3,RSM,2024,12
5502,DNF,0.0,21,V. Perez,FleetSafe Honda - MLav Racing,16 laps,Race,Moto3,RSM,2024,12
5503,DNF,0.0,18,M. Bertelle,Kopron Rivacold Snipers Team,16 laps,Race,Moto3,RSM,2024,12
5504,DNF,0.0,64,D. Muñoz ,BOE Motorsports,,Race,Moto3,RSM,2024,12
5505,DNF,0.0,99,J. Rueda,Red Bull KTM Ajo,,Race,Moto3,RSM,2024,12
5506,DNF,0.0,54,R. Rossi,CIP Green Power,,Race,Moto3,RSM,2024,12
5507,1,25.0,99,O. Gutierrez,Axxis-MSI,13:29.676,Race,MotoE,RSM,2024,12
5508,2,20.0,40,M. Casadei,LCR E-Team,+0.109,Race,MotoE,RSM,2024,12
5509,3,16.0,51,E. Granado,LCR E-Team,+0.302,Race,MotoE,RSM,2024,12
5510,4,13.0,81,J. Torres,Openbank Aspar Team,+1.381,Race,MotoE,RSM,2024,12
5511,5,11.0,21,K. Zannoni,Openbank Aspar Team,+1.842,Race,MotoE,RSM,2024,12
5512,6,10.0,11,M. Ferrari,Felo Gresini MotoE,+1.984,Race,MotoE,RSM,2024,12
5513,7,9.0,4,H. Garzo,Dynavolt Intact GP MotoE,+2.085,Race,MotoE,RSM,2024,12
5514,8,8.0,61,A. Zaccone,Tech3 E-racing,+2.522,Race,MotoE,RSM,2024,12
5515,9,7.0,9,A. Mantovani,KLINT Forward Factory Team,+5.222,Race,MotoE,RSM,2024,12
5516,10,6.0,77,M. Pons,Axxis-MSI,+6.773,Race,MotoE,RSM,2024,12
5517,11,5.0,29,N. Spinelli,Tech3 E-Racing,+8.505,Race,MotoE,RSM,2024,12
5518,12,4.0,72,A. Finello,Felo Gresini MotoE,+11.115,Race,MotoE,RSM,2024,12
5519,13,3.0,6,M. Herrera,KLINT Forward Factory Team,+11.385,Race,MotoE,RSM,2024,12
5520,14,2.0,34,K. Manfredi,Ongetta SIC58 Squadra Corse,+12.797,Race,MotoE,RSM,2024,12
5521,15,1.0,7,C. Davies,Aruba Cloud MotoE Racing Team,+17.650,Race,MotoE,RSM,2024,12
5522,16,0.0,80,A. Pontone,Aruba Cloud MotoE Racing Team,+17.956,Race,MotoE,RSM,2024,12
5523,17,0.0,3,L. Tulovic,Dynavolt Intact GP MotoE,+57.331,Race,MotoE,RSM,2024,12
5524,1,25.0,40,M. Casadei,LCR E-Team,13:24.775,Race1,MotoE,RSM,2024,12
5525,2,20.0,61,A. Zaccone,Tech3 E-racing,+0.168,Race1,MotoE,RSM,2024,12
5526,3,16.0,51,E. Granado,LCR E-Team,+1.125,Race1,MotoE,RSM,2024,12
5527,4,13.0,4,H. Garzo,Dynavolt Intact GP MotoE,+1.401,Race1,MotoE,RSM,2024,12
5528,5,11.0,81,J. Torres,Openbank Aspar Team,+1.551,Race1,MotoE,RSM,2024,12
5529,6,10.0,11,M. Ferrari,Felo Gresini MotoE,+2.868,Race1,MotoE,RSM,2024,12
5530,7,9.0,3,L. Tulovic,Dynavolt Intact GP MotoE,+3.546,Race1,MotoE,RSM,2024,12
5531,8,8.0,99,O. Gutierrez,Axxis-MSI,+4.217,Race1,MotoE,RSM,2024,12
5532,9,7.0,29,N. Spinelli,Tech3 E-Racing,+6.704,Race1,MotoE,RSM,2024,12
5533,10,6.0,9,A. Mantovani,KLINT Forward Factory Team,+9.087,Race1,MotoE,RSM,2024,12
5534,11,5.0,77,M. Pons,Axxis-MSI,+11.625,Race1,MotoE,RSM,2024,12
5535,12,4.0,72,A. Finello,Felo Gresini MotoE,+12.517,Race1,MotoE,RSM,2024,12
5536,13,3.0,34,K. Manfredi,Ongetta SIC58 Squadra Corse,+12.856,Race1,MotoE,RSM,2024,12
5537,14,2.0,6,M. Herrera,KLINT Forward Factory Team,+12.984,Race1,MotoE,RSM,2024,12
5538,15,1.0,7,C. Davies,Aruba Cloud MotoE Racing Team,+22.973,Race1,MotoE,RSM,2024,12
5539,16,0.0,80,A. Pontone,Aruba Cloud MotoE Racing Team,+23.376,Race1,MotoE,RSM,2024,12
5540,DNF,0.0,21,K. Zannoni,Openbank Aspar Team,6 laps,Race1,MotoE,RSM,2024,12
5541,DNF,0.0,55,M. Roccoli,Ongetta SIC58 Squadra Corse,1 laps,Race1,MotoE,RSM,2024,12
5542,1,25.0,93,M. Marquez,Gresini Racing MotoGP,41:52.083,Race,MotoGP,RSM,2024,12
5543,2,20.0,1,F. Bagnaia,Ducati Lenovo Team,+3.102,Race,MotoGP,RSM,2024,12
5544,3,16.0,23,E. Bastianini,Ducati Lenovo Team,+5.428,Race,MotoGP,RSM,2024,12
5545,4,13.0,33,B. Binder,Red Bull KTM Factory Racing,+14.185,Race,MotoGP,RSM,2024,12
5546,5,11.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,+16.725,Race,MotoGP,RSM,2024,12
5547,6,10.0,73,A. Marquez,Gresini Racing MotoGP,+17.582,Race,MotoGP,RSM,2024,12
5548,7,9.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+17.642,Race,MotoGP,RSM,2024,12
5549,8,8.0,43,J. Miller,Red Bull KTM Factory Racing,+19.327,Race,MotoGP,RSM,2024,12
5550,9,7.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,+27.946,Race,MotoGP,RSM,2024,12
5551,10,6.0,44,P. Espargaro,Red Bull KTM Factory Racing,+38.781,Race,MotoGP,RSM,2024,12
5552,11,5.0,88,M. Oliveira,Trackhouse Racing,+46.386,Race,MotoGP,RSM,2024,12
5553,12,4.0,5,J. Zarco,CASTROL Honda LCR,+62.637,Race,MotoGP,RSM,2024,12
5554,13,3.0,30,T. Nakagami,IDEMITSU Honda LCR,+70.717,Race,MotoGP,RSM,2024,12
5555,14,2.0,6,S. Bradl,HRC Test Team,+77.547,Race,MotoGP,RSM,2024,12
5556,15,1.0,89,J. Martin,Prima Pramac Racing,+0.000,Race,MotoGP,RSM,2024,12
5557,16,0.0,12,M. Viñales,Aprilia Racing,+0.000,Race,MotoGP,RSM,2024,12
5558,17,0.0,31,P. Acosta,Red Bull GASGAS Tech3,+0.000,Race,MotoGP,RSM,2024,12
5559,18,0.0,25,R. Fernandez,Trackhouse Racing,+0.000,Race,MotoGP,RSM,2024,12
5560,19,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+0.000,Race,MotoGP,RSM,2024,12
5561,DNF,0.0,41,A. Espargaro,Aprilia Racing,14 laps,Race,MotoGP,RSM,2024,12
5562,DNF,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,6 laps,Race,MotoGP,RSM,2024,12
5563,DNF,0.0,21,F. Morbidelli,Prima Pramac Racing,6 laps,Race,MotoGP,RSM,2024,12
5564,1,12.0,89,J. Martin,Prima Pramac Racing,19:56.502,Sprint,MotoGP,RSM,2024,12
5565,2,9.0,1,F. Bagnaia,Ducati Lenovo Team,+1.495,Sprint,MotoGP,RSM,2024,12
5566,3,7.0,21,F. Morbidelli,Prima Pramac Racing,+1.832,Sprint,MotoGP,RSM,2024,12
5567,4,6.0,23,E. Bastianini,Ducati Lenovo Team,+2.041,Sprint,MotoGP,RSM,2024,12
5568,5,5.0,93,M. Marquez,Gresini Racing MotoGP,+6.469,Sprint,MotoGP,RSM,2024,12
5569,6,4.0,31,P. Acosta,Red Bull GASGAS Tech3,+6.796,Sprint,MotoGP,RSM,2024,12
5570,7,3.0,33,B. Binder,Red Bull KTM Factory Racing,+9.979,Sprint,MotoGP,RSM,2024,12
5571,8,2.0,43,J. Miller,Red Bull KTM Factory Racing,+10.726,Sprint,MotoGP,RSM,2024,12
5572,9,1.0,20,F. Quartararo,Monster Energy Yamaha MotoGP Team,+11.015,Sprint,MotoGP,RSM,2024,12
5573,10,0.0,73,A. Marquez,Gresini Racing MotoGP,+11.352,Sprint,MotoGP,RSM,2024,12
5574,11,0.0,12,M. Viñales,Aprilia Racing,+11.658,Sprint,MotoGP,RSM,2024,12
5575,12,0.0,41,A. Espargaro,Aprilia Racing,+12.083,Sprint,MotoGP,RSM,2024,12
5576,13,0.0,5,J. Zarco,CASTROL Honda LCR,+21.119,Sprint,MotoGP,RSM,2024,12
5577,14,0.0,44,P. Espargaro,Red Bull KTM Factory Racing,+21.542,Sprint,MotoGP,RSM,2024,12
5578,15,0.0,88,M. Oliveira,Trackhouse Racing,+21.995,Sprint,MotoGP,RSM,2024,12
5579,16,0.0,37,A. Fernandez,Red Bull GASGAS Tech3,+23.442,Sprint,MotoGP,RSM,2024,12
5580,17,0.0,25,R. Fernandez,Trackhouse Racing,+24.280,Sprint,MotoGP,RSM,2024,12
5581,18,0.0,10,L. Marini,Repsol Honda Team,+24.747,Sprint,MotoGP,RSM,2024,12
5582,19,0.0,42,A. Rins,Monster Energy Yamaha MotoGP Team,+24.873,Sprint,MotoGP,RSM,2024,12
5583,20,0.0,30,T. Nakagami,IDEMITSU Honda LCR,+25.154,Sprint,MotoGP,RSM,2024,12
5584,DNF,0.0,49,F. Di Giannantonio,Pertamina Enduro VR46 Racing Team,6 laps,Sprint,MotoGP,RSM,2024,12
5585,DNF,0.0,72,M. Bezzecchi,Pertamina Enduro VR46 Racing Team,4 laps,Sprint,MotoGP,RSM,2024,12
